,Date,DEXJPUS,USD/JPY_Returns,USD_21-day_MA,USD_55-day_MA,USD_100-day_MA
11322,2016-02-23,112.17,-0.008398161244695945,116.05619047618941,118.49872727272648,119.74450000000076
11323,2016-02-24,111.36,-0.007221182134260484,115.71380952380845,118.28599999999919,119.65990000000076
11324,2016-02-25,112.7,0.012033045977011492,115.43761904761797,118.09690909090828,119.58930000000076
11325,2016-02-26,113.78,0.0095829636202307,115.19380952380845,117.92363636363554,119.52900000000078
11326,2016-02-29,112.9,-0.007734223940938589,114.92190476190369,117.73999999999917,119.46220000000078
11327,2016-03-01,113.94,0.00921169176262171,114.58333333333225,117.59599999999917,119.40740000000078
11328,2016-03-02,113.81,-0.0011409513779181424,114.23809523809416,117.45727272727191,119.34190000000076
11329,2016-03-03,113.53,-0.0024602407521308045,113.91714285714178,117.32254545454464,119.27540000000077
11330,2016-03-04,113.91,0.0033471329164096453,113.72619047618939,117.20145454545373,119.21550000000077
11331,2016-03-07,113.6,-0.00272144675621111,113.5761904761894,117.05490909090828,119.15210000000077
11332,2016-03-08,112.58,-0.00897887323943658,113.3661904761894,116.88581818181737,119.07490000000078
11333,2016-03-09,113.06,0.004263634748623346,113.24047619047512,116.70963636363557,119.00750000000079
11334,2016-03-10,113.1,0.00035379444542704697,113.15952380952272,116.56236363636285,118.94640000000079
11335,2016-03-11,113.66,0.0049513704686119375,113.14190476190366,116.42909090909012,118.90040000000079
11336,2016-03-14,113.59,-0.0006158718986449818,113.2309523809513,116.29545454545377,118.8403000000008
11337,2016-03-15,112.88,-0.006250550224491613,113.22714285714177,116.14890909090832,118.77410000000079
11338,2016-03-16,113.69,0.007175761871013542,113.21714285714177,116.02836363636287,118.71310000000078
11339,2016-03-17,111.3,-0.02102207757938257,113.08190476190369,115.8647272727265,118.62700000000078
11340,2016-03-18,111.38,0.0007187780772686114,112.97523809523703,115.69999999999924,118.53580000000076
11341,2016-03-21,111.62,0.0021547854192853766,112.9371428571418,115.53672727272651,118.44000000000077
11342,2016-03-22,111.82,0.0017917935853788425,112.87523809523704,115.38309090909013,118.34950000000076
11343,2016-03-23,112.63,0.007243784653908181,112.8971428571418,115.2618181818174,118.27290000000073
11344,2016-03-24,112.64,8.878629139674743e-05,112.95809523809417,115.14709090909014,118.19370000000073
11345,2016-03-25,113.05,0.003639914772727293,112.97476190476085,115.04727272727196,118.11280000000073
11346,2016-03-28,113.29,0.0021229544449359317,112.95142857142751,114.96163636363559,118.03870000000073
11347,2016-03-29,113.33,0.00035307617618496323,112.97190476190369,114.88145454545378,117.96500000000073
11348,2016-03-30,112.6,-0.006441365922527198,112.90809523809416,114.79272727272652,117.87900000000073
11349,2016-03-31,112.42,-0.001598579040852477,112.84190476190369,114.69527272727198,117.78800000000072
11350,2016-04-01,112.06,-0.003202277174879864,112.77190476190368,114.58618181818107,117.69150000000073
11351,2016-04-04,111.18,-0.007852935927181837,112.64190476190367,114.46163636363562,117.57130000000072
11352,2016-04-05,110.26,-0.008274869580859878,112.48285714285608,114.34309090909018,117.44350000000071
11353,2016-04-06,109.63,-0.005713767458733976,112.3423809523799,114.19709090909018,117.30760000000072
11354,2016-04-07,107.98,-0.015050624828970127,112.10047619047513,114.0443636363629,117.1590000000007
11355,2016-04-08,108.36,0.0035191702167067795,111.87476190476086,113.87618181818108,117.01330000000071
11356,2016-04-11,107.96,-0.0036913990402362984,111.6033333333323,113.68690909090836,116.8618000000007
11357,2016-04-12,108.54,0.005372360133382825,111.3628571428561,113.50490909090836,116.71240000000071
11358,2016-04-13,109.21,0.006172839506172645,111.18809523809419,113.33599999999926,116.5694000000007
11359,2016-04-14,109.2,-9.156670634546948e-05,110.97428571428466,113.15963636363563,116.43430000000072
11360,2016-04-15,108.76,-0.004029304029304015,110.85333333333227,112.98054545454474,116.29390000000072
11361,2016-04-18,108.85,0.0008275101140124974,110.73285714285608,112.75872727272656,116.15220000000072
11362,2016-04-19,109.16,0.0028479559026182155,110.61571428571321,112.54236363636291,116.01910000000072
11363,2016-04-20,109.51,0.003206302674972683,110.50571428571322,112.34672727272654,115.88720000000072
11364,2016-04-21,109.41,-0.0009131586156516658,110.35238095237987,112.19199999999927,115.75290000000072
11365,2016-04-22,111.5,0.01910245864180604,110.29809523809416,112.09654545454472,115.63570000000072
11366,2016-04-25,111.08,-0.00376681614349772,110.20428571428462,111.98909090909018,115.51770000000073
11367,2016-04-26,111.23,0.0013503781058696873,110.1061904761894,111.90781818181745,115.39480000000073
11368,2016-04-27,111.26,0.0002697114087926167,110.00761904761798,111.84345454545381,115.27680000000073
11369,2016-04-28,108.55,-0.02435736113607767,109.81476190476084,111.74381818181745,115.13130000000072
11370,2016-04-29,106.9,-0.01520036849378159,109.55190476190371,111.65618181818108,114.96720000000072
11371,2016-05-02,106.48,-0.003928905519176795,109.28619047618943,111.53836363636289,114.80200000000072
11372,2016-05-03,106.34,-0.0013148009015777617,109.05571428571325,111.40090909090836,114.64680000000071
11373,2016-05-04,107.12,0.007334963325183352,108.90619047618942,111.27327272727197,114.50360000000072
11374,2016-05-05,107.32,0.0018670649738610212,108.79619047618942,111.15872727272652,114.36740000000071
11375,2016-05-06,106.66,-0.006149832277301481,108.73333333333228,111.05399999999925,114.22830000000071
11376,2016-05-09,108.39,0.016219763735233483,108.73476190476083,110.96799999999925,114.0956000000007
